dataset_id,analysis,measure,component,value,region,climatezone,long,lat,climatezone_label,figure_profile
2395,spatial_spd,unique_adjusted_r2,climate,-0.10260681511596004,Latin America,Tropical,-90.13333,20.86667,TRO,climate_unique_adjusted_r2
45347,spatial_spd,unique_adjusted_r2,climate,0.09655650625216905,Europe,Polar,9.83333,62.26667,POL,climate_unique_adjusted_r2
15922,spatial_spd,unique_adjusted_r2,climate,0.18844356320897193,North America,Cold - Warm Summer,-89.2827,46.2334,CWS,climate_unique_adjusted_r2
1010,spatial_spd,unique_adjusted_r2,climate,-0.12144135369279496,North America,Cold - Cold Summer,-53.13333,47.32222,CCS,climate_unique_adjusted_r2
4542,spatial_spd,unique_adjusted_r2,climate,0.4205421998028519,Europe,Cold - Cold Summer,32.63333,65.11667,CCS,climate_unique_adjusted_r2
14944,spatial_spd,unique_adjusted_r2,climate,0.02140708472887709,North America,Cold - Dry Summer,-112.23885,36.63046,CDS,climate_unique_adjusted_r2
17402,spatial_spd,unique_adjusted_r2,climate,0.04773252055568866,North America,Cold - Cold Summer,-159.77674,60.21151,CCS,climate_unique_adjusted_r2
234,spatial_spd,unique_adjusted_r2,climate,0.2280330626885294,North America,Cold - Dry Summer,-119.00833,37.59583,CDS,climate_unique_adjusted_r2
16081,spatial_spd,unique_adjusted_r2,climate,0.08205415505500313,North America,Cold - Warm Summer,-62.61486,45.66757,CWS,climate_unique_adjusted_r2
41421,spatial_spd,unique_adjusted_r2,climate,0.40520738929069255,Europe,Temperate,0.67528,50.90583,TMP,climate_unique_adjusted_r2
1451,spatial_spd,unique_adjusted_r2,climate,-0.04249061222211237,North America,Cold - Warm Summer,-71.56694,48.36583,CWS,climate_unique_adjusted_r2
785,spatial_spd,unique_adjusted_r2,climate,0.03073617993674449,North America,Cold - Warm Summer,-80.25,44.37,CWS,climate_unique_adjusted_r2
2311,spatial_spd,unique_adjusted_r2,climate,0.3107829556510455,North America,Cold - Cold Summer,-154.23333,67.06667,CCS,climate_unique_adjusted_r2
3900,spatial_spd,unique_adjusted_r2,climate,-0.15748625274473105,Europe,Temperate,-1.85806,47.18611,TMP,climate_unique_adjusted_r2
2053,spatial_spd,unique_adjusted_r2,climate,0.18145139975384617,North America,Cold - Warm Summer,-95.28417,46.21194,CWS,climate_unique_adjusted_r2
1149,spatial_spd,unique_adjusted_r2,climate,0.17356869034892164,North America,Cold - Warm Summer,-77.05,44.48333,CWS,climate_unique_adjusted_r2
46998,spatial_spd,unique_adjusted_r2,climate,0.026827029618023412,Latin America,Temperate,-79.11214,-4.25547,TMP,climate_unique_adjusted_r2
46490,spatial_spd,unique_adjusted_r2,climate,0.25689920548769996,Europe,Cold - Warm Summer,29.97722,59.01111,CWS,climate_unique_adjusted_r2
210,spatial_spd,unique_adjusted_r2,climate,0.09008366983993943,North America,Arid,-105.45,43.5,ARD,climate_unique_adjusted_r2
4136,spatial_spd,unique_adjusted_r2,climate,0.12179990803993446,Europe,Cold - Cold Summer,28.99524,66.12667,CCS,climate_unique_adjusted_r2
45192,spatial_spd,unique_adjusted_r2,climate,0.19531728341869448,Europe,Temperate - Dry Summer,-6.07028,42.12611,TDS,climate_unique_adjusted_r2
15232,spatial_spd,unique_adjusted_r2,climate,0.10627237840530712,North America,Cold - Cold Summer,-118.15429,51.03992,CCS,climate_unique_adjusted_r2
41467,spatial_spd,unique_adjusted_r2,climate,0.11018928615914203,Europe,Temperate,8.94329,46.05152,TMP,climate_unique_adjusted_r2
3938,spatial_spd,unique_adjusted_r2,climate,-0.02725392193401799,Europe,Cold - Warm Summer,20.67577,52.54316,CWS,climate_unique_adjusted_r2
2619,spatial_spd,unique_adjusted_r2,climate,0.08476147227946174,North America,Temperate - Dry Summer,-119.81667,37.95,TDS,climate_unique_adjusted_r2
22988,spatial_spd,unique_adjusted_r2,climate,0.13744518095540925,Europe,Polar,8.01819,46.66807,POL,climate_unique_adjusted_r2
46803,spatial_spd,unique_adjusted_r2,climate,0.049770164387837434,North America,Cold - Cold Summer,-148.15282,60.68065,CCS,climate_unique_adjusted_r2
24195,spatial_spd,unique_adjusted_r2,climate,0.03548326839717475,Europe,Cold - Cold Summer,7.84417,46.28306,CCS,climate_unique_adjusted_r2
306,spatial_spd,unique_adjusted_r2,climate,0.1333072638935876,North America,Cold - Cold Summer,-69.45278,47.45778,CCS,climate_unique_adjusted_r2
847,spatial_spd,unique_adjusted_r2,climate,-0.04693991907680728,North America,Cold - Hot Summer,-83.63,42.33,CHS,climate_unique_adjusted_r2
45322,spatial_spd,unique_adjusted_r2,climate,0.17306741007057924,Europe,Temperate - Dry Summer,12.63333,37.61667,TDS,climate_unique_adjusted_r2
18108,spatial_spd,unique_adjusted_r2,climate,0.11334906690132218,North America,Cold - Cold Summer,-116.9055,49.49605,CCS,climate_unique_adjusted_r2
42745,spatial_spd,unique_adjusted_r2,climate,0.03920609570580946,North America,Cold - Cold Summer,-138.37522,61.0771,CCS,climate_unique_adjusted_r2
17689,spatial_spd,unique_adjusted_r2,climate,0.027019169781795194,North America,Cold - Warm Summer,-80.26015,43.26052,CWS,climate_unique_adjusted_r2
340,spatial_spd,unique_adjusted_r2,climate,0.02351739589697499,North America,Cold - Warm Summer,-68.77344,44.93672,CWS,climate_unique_adjusted_r2
40634,spatial_spd,unique_adjusted_r2,climate,0.09036422550963097,Europe,Cold - Cold Summer,7.40306,46.42833,CCS,climate_unique_adjusted_r2
15970,spatial_spd,unique_adjusted_r2,climate,0.12326329903312483,North America,Cold - Cold Summer,-153.66508,62.55151,CCS,climate_unique_adjusted_r2
17391,spatial_spd,unique_adjusted_r2,climate,0.09761725246252195,North America,Cold - Cold Summer,-162.11413,63.4461,CCS,climate_unique_adjusted_r2
4539,spatial_spd,unique_adjusted_r2,climate,0.2650293930925842,Europe,Cold - Cold Summer,22.86667,62.13333,CCS,climate_unique_adjusted_r2
25285,spatial_spd,unique_adjusted_r2,climate,0.08472498115138416,Europe,Temperate,5.28333,45.79083,TMP,climate_unique_adjusted_r2
20293,spatial_spd,unique_adjusted_r2,climate,0.25333639291434307,Europe,Cold - Cold Summer,29.29295,70.6989,CCS,climate_unique_adjusted_r2
4251,spatial_spd,unique_adjusted_r2,climate,-0.033464125424671476,Europe,Temperate,-5.58229,57.62279,TMP,climate_unique_adjusted_r2
2580,spatial_spd,unique_adjusted_r2,climate,0.14585028359457408,North America,Cold - Cold Summer,-120.66667,57.45,CCS,climate_unique_adjusted_r2
22773,spatial_spd,unique_adjusted_r2,climate,0.08330239726659106,Europe,Cold - Cold Summer,9.38111,47.17139,CCS,climate_unique_adjusted_r2
784,spatial_spd,unique_adjusted_r2,climate,0.00510322162690191,Europe,Temperate,21.9525,40.81806,TMP,climate_unique_adjusted_r2
4472,spatial_spd,unique_adjusted_r2,climate,0.40288048174622737,Europe,Cold - Cold Summer,28.11667,61.21667,CCS,climate_unique_adjusted_r2
45383,spatial_spd,unique_adjusted_r2,climate,0.4150032018480112,Europe,Cold - Warm Summer,25.53861,59.48944,CWS,climate_unique_adjusted_r2
40564,spatial_spd,unique_adjusted_r2,climate,0.19332237973651467,Europe,Cold - Warm Summer,8.83094,47.61335,CWS,climate_unique_adjusted_r2
13051,spatial_spd,unique_adjusted_r2,climate,0.06118174341645355,North America,Cold - Warm Summer,-96.198,46.5929,CWS,climate_unique_adjusted_r2
15783,spatial_spd,unique_adjusted_r2,climate,0.17617315651423515,North America,Polar,-125.28,71.75,POL,climate_unique_adjusted_r2
4373,spatial_spd,unique_adjusted_r2,climate,-0.08038741866281773,Europe,Temperate,5.65528,45.34833,TMP,climate_unique_adjusted_r2
45722,spatial_spd,unique_adjusted_r2,climate,0.31847072403841203,Europe,Cold - Warm Summer,7.78231,58.32563,CWS,climate_unique_adjusted_r2
2270,spatial_spd,unique_adjusted_r2,climate,0.10536791013327362,North America,Cold - Hot Summer,-72.3027,41.3491,CHS,climate_unique_adjusted_r2
15201,spatial_spd,unique_adjusted_r2,climate,0.10100741094684496,North America,Cold - Cold Summer,-105.5577,39.2855,CCS,climate_unique_adjusted_r2
260,spatial_spd,unique_adjusted_r2,climate,0.007412671163104401,North America,Cold - Warm Summer,-73.31667,42.5,CWS,climate_unique_adjusted_r2
21539,spatial_spd,unique_adjusted_r2,climate,0.20518886436186856,Latin America,Tropical,-76.43842,-0.68774,TRO,climate_unique_adjusted_r2
15829,spatial_spd,unique_adjusted_r2,climate,0.30493857637006105,North America,Polar,-64.26654,63.39458,POL,climate_unique_adjusted_r2
14799,spatial_spd,unique_adjusted_r2,climate,0.3189153533249539,North America,Cold - Dry Summer,-119.66075,37.84969,CDS,climate_unique_adjusted_r2
4056,spatial_spd,unique_adjusted_r2,climate,0.2401096292585707,Europe,Temperate,-0.19167,48.44444,TMP,climate_unique_adjusted_r2
2617,spatial_spd,unique_adjusted_r2,climate,-0.08078935973730172,North America,Cold - Hot Summer,-74.03778,41.39139,CHS,climate_unique_adjusted_r2
42671,spatial_spd,unique_adjusted_r2,climate,0.018002598915760615,Europe,Cold - Warm Summer,8.2395,48.56961,CWS,climate_unique_adjusted_r2
4058,spatial_spd,unique_adjusted_r2,climate,0.011550120979195055,Europe,Cold - Cold Summer,13.9,47.11667,CCS,climate_unique_adjusted_r2
20613,spatial_spd,unique_adjusted_r2,climate,-0.04098095623359865,North America,Cold - Warm Summer,-112.08801,42.13082,CWS,climate_unique_adjusted_r2
15738,spatial_spd,unique_adjusted_r2,climate,0.30730902252576386,North America,Cold - Cold Summer,-109.90907,49.66388,CCS,climate_unique_adjusted_r2
2287,spatial_spd,unique_adjusted_r2,climate,0.17011714363646058,North America,Cold - Warm Summer,-79.44,44.18,CWS,climate_unique_adjusted_r2
22842,spatial_spd,unique_adjusted_r2,climate,0.09370621003988522,Europe,Cold - Cold Summer,7.19861,46.35972,CCS,climate_unique_adjusted_r2
15288,spatial_spd,unique_adjusted_r2,climate,0.010533687893406474,North America,Temperate,-127.69941,50.18234,TMP,climate_unique_adjusted_r2
21762,spatial_spd,unique_adjusted_r2,climate,0.032729579292148814,Latin America,Polar,-72.80159,6.16936,POL,climate_unique_adjusted_r2
1148,spatial_spd,unique_adjusted_r2,climate,0.24987554846722715,North America,Temperate - Dry Summer,-122.575,44.63333,TDS,climate_unique_adjusted_r2
48721,spatial_spd,unique_adjusted_r2,climate,0.2623721056526984,North America,Cold - Dry Summer,-114.10713,64.0537,CDS,climate_unique_adjusted_r2
24467,spatial_spd,unique_adjusted_r2,climate,0.17702664551151515,Europe,Temperate,3.13333,49.18333,TMP,climate_unique_adjusted_r2
1450,spatial_spd,unique_adjusted_r2,climate,-0.013693253930950111,North America,Cold - Warm Summer,-52.71389,47.59028,CWS,climate_unique_adjusted_r2
23004,spatial_spd,unique_adjusted_r2,climate,0.09600331011102059,Europe,Cold - Warm Summer,28.01373,51.19139,CWS,climate_unique_adjusted_r2
2292,spatial_spd,unique_adjusted_r2,climate,0.08918207483868767,North America,Cold - Warm Summer,-69.41028,43.92139,CWS,climate_unique_adjusted_r2
2391,spatial_spd,unique_adjusted_r2,climate,0.16794840825315027,North America,Cold - Warm Summer,-70.35,43.96667,CWS,climate_unique_adjusted_r2
1024,spatial_spd,unique_adjusted_r2,climate,0.19976949349082096,North America,Polar,-155.05,67.93333,POL,climate_unique_adjusted_r2
1642,spatial_spd,unique_adjusted_r2,climate,0.004090095506320335,North America,Temperate - Dry Summer,-123.58764,44.16387,TDS,climate_unique_adjusted_r2
15785,spatial_spd,unique_adjusted_r2,climate,0.24761625012495259,North America,Polar,-121.1,72.009,POL,climate_unique_adjusted_r2
1735,spatial_spd,unique_adjusted_r2,climate,-0.1276772504127165,North America,Cold - Hot Summer,-89.41667,43.1,CHS,climate_unique_adjusted_r2
22711,spatial_spd,unique_adjusted_r2,climate,0.08446402086434734,Europe,Temperate,-5.34361,57.55889,TMP,climate_unique_adjusted_r2
24348,spatial_spd,unique_adjusted_r2,climate,0.06080889910650267,Europe,Cold - Cold Summer,2.00833,42.55417,CCS,climate_unique_adjusted_r2
40992,spatial_spd,unique_adjusted_r2,climate,0.09681290310397206,North America,Cold - Warm Summer,-71.1813,43.29,CWS,climate_unique_adjusted_r2
1786,spatial_spd,unique_adjusted_r2,climate,-0.011661737931980554,North America,Cold - Warm Summer,-93.39207,47.97876,CWS,climate_unique_adjusted_r2
878,spatial_spd,unique_adjusted_r2,climate,-0.1662296735065516,North America,Cold - Warm Summer,-99.2976,49.4427,CWS,climate_unique_adjusted_r2
44951,spatial_spd,unique_adjusted_r2,climate,0.14857259331412043,Europe,Cold - Warm Summer,20.42349,48.33691,CWS,climate_unique_adjusted_r2
328,spatial_spd,unique_adjusted_r2,climate,0.058589593432403664,North America,Temperate,-86.53333,33.5,TMP,climate_unique_adjusted_r2
40997,spatial_spd,unique_adjusted_r2,climate,0.15648471372535933,Asia,Cold - Dry Winter,108.91361,53.95472,CDW,climate_unique_adjusted_r2
42692,spatial_spd,unique_adjusted_r2,climate,-0.050399471079735414,Europe,Cold - Warm Summer,8.29455,48.66747,CWS,climate_unique_adjusted_r2
1968,spatial_spd,unique_adjusted_r2,climate,0.007649465338523509,North America,Cold - Warm Summer,-64.075,46.67361,CWS,climate_unique_adjusted_r2
309,spatial_spd,unique_adjusted_r2,climate,0.09912471861701733,North America,Cold - Warm Summer,-74.68333,43.91667,CWS,climate_unique_adjusted_r2
34553,spatial_spd,unique_adjusted_r2,climate,0.09278967146388806,Oceania,Temperate,145.95589,-41.66993,TMP,climate_unique_adjusted_r2
46730,spatial_spd,unique_adjusted_r2,climate,-0.05211337874459454,North America,Cold - Cold Summer,-109.57577,44.96379,CCS,climate_unique_adjusted_r2
232,spatial_spd,unique_adjusted_r2,climate,0.1385220528832528,North America,Temperate,-83.25389,30.62222,TMP,climate_unique_adjusted_r2
1719,spatial_spd,unique_adjusted_r2,climate,0.21330054735881343,North America,Cold - Warm Summer,-80.09,45.05,CWS,climate_unique_adjusted_r2
41027,spatial_spd,unique_adjusted_r2,climate,0.04449396347850776,North America,Cold - Warm Summer,-73.2597,41.852,CWS,climate_unique_adjusted_r2
45728,spatial_spd,unique_adjusted_r2,climate,-0.21651905320248976,Europe,Cold - Warm Summer,7.91361,58.14445,CWS,climate_unique_adjusted_r2
29236,spatial_spd,unique_adjusted_r2,climate,-0.007860444641342945,Europe,Cold - Warm Summer,6.17361,46.56667,CWS,climate_unique_adjusted_r2
1841,spatial_spd,unique_adjusted_r2,climate,-0.005447213092311776,North America,Cold - Warm Summer,-68.94389,47.53278,CWS,climate_unique_adjusted_r2
21807,spatial_spd,unique_adjusted_r2,climate,0.06104788562918961,Latin America,Tropical,-89.99202,16.91211,TRO,climate_unique_adjusted_r2
41631,spatial_spd,unique_adjusted_r2,climate,0.020933734621166544,Europe,Cold - Warm Summer,10.67378,44.1199,CWS,climate_unique_adjusted_r2
24061,spatial_spd,unique_adjusted_r2,climate,-0.007392309715597567,Europe,Cold - Cold Summer,11.45833,46.66611,CCS,climate_unique_adjusted_r2
15667,spatial_spd,unique_adjusted_r2,climate,0.13509423640248353,North America,Cold - Cold Summer,-119.6835,49.1188,CCS,climate_unique_adjusted_r2
859,spatial_spd,unique_adjusted_r2,climate,0.1972778259131297,North America,Cold - Cold Summer,-110.73333,44.91667,CCS,climate_unique_adjusted_r2
15462,spatial_spd,unique_adjusted_r2,climate,0.23225189809919689,North America,Cold - Cold Summer,-57.37679,50.71361,CCS,climate_unique_adjusted_r2
14274,spatial_spd,unique_adjusted_r2,climate,0.2271509846182238,Europe,Temperate,-9.56165,53.76021,TMP,climate_unique_adjusted_r2
203,spatial_spd,unique_adjusted_r2,climate,0.06244732964369604,North America,Temperate,-85.50396,36.02755,TMP,climate_unique_adjusted_r2
17320,spatial_spd,unique_adjusted_r2,climate,0.1480985368083304,North America,Cold - Cold Summer,-156.00243,58.75139,CCS,climate_unique_adjusted_r2
308,spatial_spd,unique_adjusted_r2,climate,0.1015590684160268,North America,Cold - Warm Summer,-70.675,45.56667,CWS,climate_unique_adjusted_r2
2385,spatial_spd,unique_adjusted_r2,climate,-0.14371126019108682,North America,Cold - Hot Summer,-83.81531,40.35123,CHS,climate_unique_adjusted_r2
26608,spatial_spd,unique_adjusted_r2,climate,0.15594326489116062,Europe,Temperate - Dry Summer,15.60075,40.92751,TDS,climate_unique_adjusted_r2
20188,spatial_spd,unique_adjusted_r2,climate,0.08918966546963303,North America,Polar,-170.24989,57.1773,POL,climate_unique_adjusted_r2
3879,spatial_spd,unique_adjusted_r2,climate,0.22444824910866257,Europe,Temperate,-3.90841,57.31333,TMP,climate_unique_adjusted_r2
15925,spatial_spd,unique_adjusted_r2,climate,0.04775708222553199,North America,Cold - Warm Summer,-89.257,46.13937,CWS,climate_unique_adjusted_r2
15919,spatial_spd,unique_adjusted_r2,climate,0.2061095268834935,North America,Cold - Warm Summer,-89.29748,46.2435,CWS,climate_unique_adjusted_r2
1432,spatial_spd,unique_adjusted_r2,climate,0.19657033507248733,North America,Cold - Dry Summer,-161.41667,68.15,CDS,climate_unique_adjusted_r2
48895,spatial_spd,unique_adjusted_r2,climate,0.028672219088833772,North America,Cold - Warm Summer,-88.00947,47.41767,CWS,climate_unique_adjusted_r2
2373,spatial_spd,unique_adjusted_r2,climate,0.03962388541607731,North America,Cold - Warm Summer,-72.14694,48.29389,CWS,climate_unique_adjusted_r2
518,spatial_spd,unique_adjusted_r2,climate,0.025750135003130614,North America,Cold - Warm Summer,-80.28333,38.2,CWS,climate_unique_adjusted_r2
1445,spatial_spd,unique_adjusted_r2,climate,-0.05859659937768502,North America,Cold - Cold Summer,-127.61667,64.16667,CCS,climate_unique_adjusted_r2
1835,spatial_spd,unique_adjusted_r2,climate,0.3454051209180099,North America,Polar,-116.3125,51.34306,POL,climate_unique_adjusted_r2
15325,spatial_spd,unique_adjusted_r2,climate,0.0875279323482816,North America,Cold - Warm Summer,-72.1862,42.536,CWS,climate_unique_adjusted_r2
1823,spatial_spd,unique_adjusted_r2,climate,0.06783791122686544,North America,Polar,-116.35,51.35972,POL,climate_unique_adjusted_r2
966,spatial_spd,unique_adjusted_r2,climate,-0.023399609353256245,North America,Cold - Dry Summer,-122.04167,43.65,CDS,climate_unique_adjusted_r2
4378,spatial_spd,unique_adjusted_r2,climate,-0.13201406361244228,Europe,Cold - Warm Summer,14.08165,49.24798,CWS,climate_unique_adjusted_r2
40567,spatial_spd,unique_adjusted_r2,climate,0.00627624913026914,Europe,Cold - Warm Summer,8.83094,47.61335,CWS,climate_unique_adjusted_r2
532,spatial_spd,unique_adjusted_r2,climate,0.02070464296080865,North America,Cold - Warm Summer,-84.95833,44.7,CWS,climate_unique_adjusted_r2
44941,spatial_spd,unique_adjusted_r2,climate,-0.10092793109123033,Europe,Cold - Cold Summer,16.37673,68.6586,CCS,climate_unique_adjusted_r2
48738,spatial_spd,unique_adjusted_r2,climate,0.38490127989079337,Europe,Cold - Warm Summer,22.09672,58.32503,CWS,climate_unique_adjusted_r2
15713,spatial_spd,unique_adjusted_r2,climate,-0.115298705393722,North America,Cold - Cold Summer,-120.0974,49.191,CCS,climate_unique_adjusted_r2
22650,spatial_spd,unique_adjusted_r2,climate,-0.10516426574559223,Europe,Cold - Cold Summer,19.28333,49.51667,CCS,climate_unique_adjusted_r2
4497,spatial_spd,unique_adjusted_r2,climate,0.09876001698691161,Europe,Cold - Warm Summer,22.38803,58.4848,CWS,climate_unique_adjusted_r2
2634,spatial_spd,unique_adjusted_r2,climate,0.11905266946294457,North America,Arid,-112.39556,46.53111,ARD,climate_unique_adjusted_r2
21537,spatial_spd,unique_adjusted_r2,climate,-0.11749908268650566,Latin America,Tropical,-67.92396,-14.43169,TRO,climate_unique_adjusted_r2
2332,spatial_spd,unique_adjusted_r2,climate,0.1635451974546137,North America,Cold - Warm Summer,-72.97889,46.65417,CWS,climate_unique_adjusted_r2
1776,spatial_spd,unique_adjusted_r2,climate,0.193476267010666,North America,Temperate,-81.87499,29.29299,TMP,climate_unique_adjusted_r2
4092,spatial_spd,unique_adjusted_r2,climate,0.11067190400405602,Europe,Cold - Cold Summer,24.25122,60.62404,CCS,climate_unique_adjusted_r2
18110,spatial_spd,unique_adjusted_r2,climate,0.06280723406982691,North America,Cold - Warm Summer,-64.93446,43.86933,CWS,climate_unique_adjusted_r2
3839,spatial_spd,unique_adjusted_r2,climate,0.12037438799704003,North America,Cold - Warm Summer,-77.43333,45.03333,CWS,climate_unique_adjusted_r2
2048,spatial_spd,unique_adjusted_r2,climate,0.14505451431450067,North America,Cold - Warm Summer,-71.325,45.67083,CWS,climate_unique_adjusted_r2
302,spatial_spd,unique_adjusted_r2,climate,0.006625629924843612,North America,Cold - Cold Summer,-119.43333,55.575,CCS,climate_unique_adjusted_r2
15103,spatial_spd,unique_adjusted_r2,climate,-0.010888571748737585,Latin America,Temperate - Dry Summer,-71.51314,-41.5129,TDS,climate_unique_adjusted_r2
1391,spatial_spd,unique_adjusted_r2,climate,-0.018648335848786224,North America,Cold - Warm Summer,-58.24,48.24,CWS,climate_unique_adjusted_r2
208,spatial_spd,unique_adjusted_r2,climate,0.2871435696207324,North America,Polar,-153.9,67.13333,POL,climate_unique_adjusted_r2
24053,spatial_spd,unique_adjusted_r2,climate,0.050912057615375095,Europe,Cold - Cold Summer,11.48973,46.64372,CCS,climate_unique_adjusted_r2
1862,spatial_spd,unique_adjusted_r2,climate,0.15836404029046602,North America,Cold - Warm Summer,-88.74,48.56,CWS,climate_unique_adjusted_r2
15244,spatial_spd,unique_adjusted_r2,climate,0.09643511981186426,North America,Cold - Hot Summer,-86.85559,41.61117,CHS,climate_unique_adjusted_r2
2297,spatial_spd,unique_adjusted_r2,climate,0.07782031921169608,North America,Polar,-95.28333,73.13333,POL,climate_unique_adjusted_r2
1883,spatial_spd,unique_adjusted_r2,climate,0.22688068624422442,North America,Cold - Warm Summer,-92,49.48,CWS,climate_unique_adjusted_r2
3149,spatial_spd,unique_adjusted_r2,climate,0.05616811364197427,North America,Cold - Cold Summer,-123.64667,60.35667,CCS,climate_unique_adjusted_r2
701,spatial_spd,unique_adjusted_r2,climate,0.06427394014023524,North America,Cold - Cold Summer,-110.23333,43.93333,CCS,climate_unique_adjusted_r2
3840,spatial_spd,unique_adjusted_r2,climate,-0.06752030075062543,North America,Temperate,-80.77947,34.16459,TMP,climate_unique_adjusted_r2
20223,spatial_spd,unique_adjusted_r2,climate,-0.020507274181605695,Europe,Cold - Warm Summer,13.92972,50.12944,CWS,climate_unique_adjusted_r2
42649,spatial_spd,unique_adjusted_r2,climate,0.2515410915127583,Europe,Temperate,9.00032,47.68985,TMP,climate_unique_adjusted_r2
2324,spatial_spd,unique_adjusted_r2,climate,0.27240729191470636,North America,Cold - Cold Summer,-147.85,67.43333,CCS,climate_unique_adjusted_r2
1698,spatial_spd,unique_adjusted_r2,climate,-0.012099506631712886,North America,Cold - Warm Summer,-68.73333,45.04167,CWS,climate_unique_adjusted_r2
15081,spatial_spd,unique_adjusted_r2,climate,0.02244810268710573,North America,Temperate,-85.7263,37.43148,TMP,climate_unique_adjusted_r2
16217,spatial_spd,unique_adjusted_r2,climate,0.1547919183199814,Europe,Temperate,-6.77814,53.81603,TMP,climate_unique_adjusted_r2
41016,spatial_spd,unique_adjusted_r2,climate,-0.0017964289283435297,North America,Cold - Hot Summer,-73.451,41.304,CHS,climate_unique_adjusted_r2
21772,spatial_spd,unique_adjusted_r2,climate,0.04434602614443084,North America,Temperate,-127.26283,50.60705,TMP,climate_unique_adjusted_r2
41448,spatial_spd,unique_adjusted_r2,climate,-0.06240706842646426,Europe,Cold - Cold Summer,7.33143,46.39684,CCS,climate_unique_adjusted_r2
1571,spatial_spd,unique_adjusted_r2,climate,0.09081923261041502,North America,Cold - Warm Summer,-79.11667,47.2875,CWS,climate_unique_adjusted_r2
24861,spatial_spd,unique_adjusted_r2,climate,0.14980224097200356,Europe,Temperate,-0.86056,47.41361,TMP,climate_unique_adjusted_r2
21895,spatial_spd,unique_adjusted_r2,climate,0.019900469634046125,Latin America,Tropical,-77.1432,2.0024,TRO,climate_unique_adjusted_r2
22656,spatial_spd,unique_adjusted_r2,climate,-0.01571552104933982,Europe,Cold - Warm Summer,19.55637,49.44642,CWS,climate_unique_adjusted_r2
2661,spatial_spd,unique_adjusted_r2,climate,0.254282864269306,North America,Cold - Cold Summer,-133.45,69.05,CCS,climate_unique_adjusted_r2
47604,spatial_spd,unique_adjusted_r2,climate,0.048236534755485505,Europe,Polar,7.35751,46.15006,POL,climate_unique_adjusted_r2
1617,spatial_spd,unique_adjusted_r2,climate,0.19508132223615882,North America,Cold - Cold Summer,-135.51417,65.94222,CCS,climate_unique_adjusted_r2
48960,spatial_spd,unique_adjusted_r2,climate,0.044007161067922906,Europe,Temperate,2.64556,45.33944,TMP,climate_unique_adjusted_r2
22944,spatial_spd,unique_adjusted_r2,climate,-0.12234673343589098,Europe,Cold - Warm Summer,20.20581,53.75192,CWS,climate_unique_adjusted_r2
