dataset_id,sample_id,region,climatezone,rowsum
26606,269941,North America,Cold_Without_dry_season_Warm_Summer,309
26606,269942,North America,Cold_Without_dry_season_Warm_Summer,311
26606,269943,North America,Cold_Without_dry_season_Warm_Summer,308
26606,269944,North America,Cold_Without_dry_season_Warm_Summer,308
26606,269945,North America,Cold_Without_dry_season_Warm_Summer,314
26606,269946,North America,Cold_Without_dry_season_Warm_Summer,317
26606,269947,North America,Cold_Without_dry_season_Warm_Summer,317
26606,269948,North America,Cold_Without_dry_season_Warm_Summer,311
26606,269949,North America,Cold_Without_dry_season_Warm_Summer,309
22322,216316,Europe,Cold_Without_dry_season_Warm_Summer,474
22322,216317,Europe,Cold_Without_dry_season_Warm_Summer,263
22322,216318,Europe,Cold_Without_dry_season_Warm_Summer,692
22322,216319,Europe,Cold_Without_dry_season_Warm_Summer,594
22322,216320,Europe,Cold_Without_dry_season_Warm_Summer,589
22322,216321,Europe,Cold_Without_dry_season_Warm_Summer,548
22322,216322,Europe,Cold_Without_dry_season_Warm_Summer,542
22322,216323,Europe,Cold_Without_dry_season_Warm_Summer,559
22322,216324,Europe,Cold_Without_dry_season_Warm_Summer,491
22322,216325,Europe,Cold_Without_dry_season_Warm_Summer,444
22322,216326,Europe,Cold_Without_dry_season_Warm_Summer,634
22322,216327,Europe,Cold_Without_dry_season_Warm_Summer,631
22322,216328,Europe,Cold_Without_dry_season_Warm_Summer,678
22322,216329,Europe,Cold_Without_dry_season_Warm_Summer,608
22322,216330,Europe,Cold_Without_dry_season_Warm_Summer,589
22322,216331,Europe,Cold_Without_dry_season_Warm_Summer,601
22322,216332,Europe,Cold_Without_dry_season_Warm_Summer,526
22322,216333,Europe,Cold_Without_dry_season_Warm_Summer,533
22322,216334,Europe,Cold_Without_dry_season_Warm_Summer,522
22322,216335,Europe,Cold_Without_dry_season_Warm_Summer,587
22322,216336,Europe,Cold_Without_dry_season_Warm_Summer,581
22322,216337,Europe,Cold_Without_dry_season_Warm_Summer,593
22322,216338,Europe,Cold_Without_dry_season_Warm_Summer,615
22322,216339,Europe,Cold_Without_dry_season_Warm_Summer,506
22322,216340,Europe,Cold_Without_dry_season_Warm_Summer,520
22322,216341,Europe,Cold_Without_dry_season_Warm_Summer,545
22322,216342,Europe,Cold_Without_dry_season_Warm_Summer,618
22322,216343,Europe,Cold_Without_dry_season_Warm_Summer,574
22322,216344,Europe,Cold_Without_dry_season_Warm_Summer,538
22322,216345,Europe,Cold_Without_dry_season_Warm_Summer,536
22322,216346,Europe,Cold_Without_dry_season_Warm_Summer,567
22322,216347,Europe,Cold_Without_dry_season_Warm_Summer,473
22322,216348,Europe,Cold_Without_dry_season_Warm_Summer,555
22322,216349,Europe,Cold_Without_dry_season_Warm_Summer,482
22322,216350,Europe,Cold_Without_dry_season_Warm_Summer,519
22322,216351,Europe,Cold_Without_dry_season_Warm_Summer,553
22322,216352,Europe,Cold_Without_dry_season_Warm_Summer,525
22322,216353,Europe,Cold_Without_dry_season_Warm_Summer,526
22322,216354,Europe,Cold_Without_dry_season_Warm_Summer,378
22322,216355,Europe,Cold_Without_dry_season_Warm_Summer,628
22322,216356,Europe,Cold_Without_dry_season_Warm_Summer,587
22322,216357,Europe,Cold_Without_dry_season_Warm_Summer,540
22322,216358,Europe,Cold_Without_dry_season_Warm_Summer,440
22322,216359,Europe,Cold_Without_dry_season_Warm_Summer,570
22322,216360,Europe,Cold_Without_dry_season_Warm_Summer,586
22322,216361,Europe,Cold_Without_dry_season_Warm_Summer,413
22322,216362,Europe,Cold_Without_dry_season_Warm_Summer,466
22322,216363,Europe,Cold_Without_dry_season_Warm_Summer,572
22322,216364,Europe,Cold_Without_dry_season_Warm_Summer,615
22322,216365,Europe,Cold_Without_dry_season_Warm_Summer,548
22322,216366,Europe,Cold_Without_dry_season_Warm_Summer,564
22322,216367,Europe,Cold_Without_dry_season_Warm_Summer,546
22322,216368,Europe,Cold_Without_dry_season_Warm_Summer,438
22322,216369,Europe,Cold_Without_dry_season_Warm_Summer,311
48966,465601,Europe,Temperate_Without_dry_season,1149
48966,465602,Europe,Temperate_Without_dry_season,1158
48966,465603,Europe,Temperate_Without_dry_season,1224
48966,465626,Europe,Temperate_Without_dry_season,1242
48966,465623,Europe,Temperate_Without_dry_season,1281
48966,465627,Europe,Temperate_Without_dry_season,1422
48966,465628,Europe,Temperate_Without_dry_season,1797
48966,465624,Europe,Temperate_Without_dry_season,1671
48966,465625,Europe,Temperate_Without_dry_season,2034
48966,465629,Europe,Temperate_Without_dry_season,1443
48966,465604,Europe,Temperate_Without_dry_season,1308
48966,465605,Europe,Temperate_Without_dry_season,1218
48966,465606,Europe,Temperate_Without_dry_season,1197
48966,465607,Europe,Temperate_Without_dry_season,1161
48966,465609,Europe,Temperate_Without_dry_season,1209
48966,465608,Europe,Temperate_Without_dry_season,1089
48966,465610,Europe,Temperate_Without_dry_season,1152
48966,465611,Europe,Temperate_Without_dry_season,1263
48966,465612,Europe,Temperate_Without_dry_season,1065
48966,465613,Europe,Temperate_Without_dry_season,1110
48966,465615,Europe,Temperate_Without_dry_season,1077
48966,465614,Europe,Temperate_Without_dry_season,1062
48966,465616,Europe,Temperate_Without_dry_season,1086
48966,465617,Europe,Temperate_Without_dry_season,1158
48966,465619,Europe,Temperate_Without_dry_season,1077
48966,465618,Europe,Temperate_Without_dry_season,1221
48966,465620,Europe,Temperate_Without_dry_season,1110
48966,465621,Europe,Temperate_Without_dry_season,1107
48966,465622,Europe,Temperate_Without_dry_season,1080
48966,465630,Europe,Temperate_Without_dry_season,1167
48966,465632,Europe,Temperate_Without_dry_season,1104
48966,465631,Europe,Temperate_Without_dry_season,1074
48966,465633,Europe,Temperate_Without_dry_season,1014
48966,465634,Europe,Temperate_Without_dry_season,1122
48966,465635,Europe,Temperate_Without_dry_season,1173
48966,465636,Europe,Temperate_Without_dry_season,1059
48966,465637,Europe,Temperate_Without_dry_season,1107
48966,465638,Europe,Temperate_Without_dry_season,1137
48966,465639,Europe,Temperate_Without_dry_season,1113
48966,465640,Europe,Temperate_Without_dry_season,1080
48966,465641,Europe,Temperate_Without_dry_season,1098
48966,465642,Europe,Temperate_Without_dry_season,1167
48966,465643,Europe,Temperate_Without_dry_season,1146
48966,465644,Europe,Temperate_Without_dry_season,1161
48966,465645,Europe,Temperate_Without_dry_season,1062
48966,465646,Europe,Temperate_Without_dry_season,1074
48966,465647,Europe,Temperate_Without_dry_season,1089
48966,465648,Europe,Temperate_Without_dry_season,1080
48966,465650,Europe,Temperate_Without_dry_season,1077
48966,465649,Europe,Temperate_Without_dry_season,1101
48966,465651,Europe,Temperate_Without_dry_season,1197
48966,465652,Europe,Temperate_Without_dry_season,1002
48966,465653,Europe,Temperate_Without_dry_season,1011
48966,465654,Europe,Temperate_Without_dry_season,1038
48966,465655,Europe,Temperate_Without_dry_season,1056
48966,465656,Europe,Temperate_Without_dry_season,1047
48966,465657,Europe,Temperate_Without_dry_season,1179
48966,465658,Europe,Temperate_Without_dry_season,1050
48966,465659,Europe,Temperate_Without_dry_season,1026
48966,465660,Europe,Temperate_Without_dry_season,1020
48966,465661,Europe,Temperate_Without_dry_season,1206
48966,465662,Europe,Temperate_Without_dry_season,1044
48966,465663,Europe,Temperate_Without_dry_season,1104
48966,465664,Europe,Temperate_Without_dry_season,1032
48966,465665,Europe,Temperate_Without_dry_season,1011
48966,465666,Europe,Temperate_Without_dry_season,1098
48966,465667,Europe,Temperate_Without_dry_season,1026
48966,465668,Europe,Temperate_Without_dry_season,1017
48966,465669,Europe,Temperate_Without_dry_season,945
48966,465670,Europe,Temperate_Without_dry_season,1056
48966,465671,Europe,Temperate_Without_dry_season,921
48966,465672,Europe,Temperate_Without_dry_season,987
48966,465673,Europe,Temperate_Without_dry_season,1041
48966,465675,Europe,Temperate_Without_dry_season,1053
48966,465674,Europe,Temperate_Without_dry_season,1074
48966,465676,Europe,Temperate_Without_dry_season,1068
48966,465677,Europe,Temperate_Without_dry_season,1044
48966,465678,Europe,Temperate_Without_dry_season,1161
48966,465679,Europe,Temperate_Without_dry_season,1086
48966,465680,Europe,Temperate_Without_dry_season,1149
48966,465681,Europe,Temperate_Without_dry_season,1338
48966,465682,Europe,Temperate_Without_dry_season,1272
48966,465683,Europe,Temperate_Without_dry_season,1389
48966,465684,Europe,Temperate_Without_dry_season,1302
48966,465685,Europe,Temperate_Without_dry_season,1143
48966,465686,Europe,Temperate_Without_dry_season,1422
48966,465687,Europe,Temperate_Without_dry_season,1593
48966,465689,Europe,Temperate_Without_dry_season,1320
48966,465695,Europe,Temperate_Without_dry_season,1542
48966,465694,Europe,Temperate_Without_dry_season,1242
48966,465688,Europe,Temperate_Without_dry_season,1173
48966,465691,Europe,Temperate_Without_dry_season,1176
48966,465690,Europe,Temperate_Without_dry_season,1233
48966,465692,Europe,Temperate_Without_dry_season,1227
48966,465693,Europe,Temperate_Without_dry_season,1086
48966,465696,Europe,Temperate_Without_dry_season,1101
48966,465697,Europe,Temperate_Without_dry_season,1044
48966,465698,Europe,Temperate_Without_dry_season,1050
48966,465699,Europe,Temperate_Without_dry_season,1134
48966,465700,Europe,Temperate_Without_dry_season,1098
48966,465701,Europe,Temperate_Without_dry_season,993
48966,465702,Europe,Temperate_Without_dry_season,1113
3565,61851,North America,Cold_Without_dry_season_Warm_Summer,306
3565,61852,North America,Cold_Without_dry_season_Warm_Summer,616
3565,61853,North America,Cold_Without_dry_season_Warm_Summer,259
3565,61854,North America,Cold_Without_dry_season_Warm_Summer,519
3565,61855,North America,Cold_Without_dry_season_Warm_Summer,380
3565,61856,North America,Cold_Without_dry_season_Warm_Summer,735
3565,61857,North America,Cold_Without_dry_season_Warm_Summer,575
3565,61858,North America,Cold_Without_dry_season_Warm_Summer,577
3565,61859,North America,Cold_Without_dry_season_Warm_Summer,868
3565,61860,North America,Cold_Without_dry_season_Warm_Summer,845
3565,61861,North America,Cold_Without_dry_season_Warm_Summer,547
3565,61862,North America,Cold_Without_dry_season_Warm_Summer,569
3565,61863,North America,Cold_Without_dry_season_Warm_Summer,521
3565,61864,North America,Cold_Without_dry_season_Warm_Summer,738
3565,61865,North America,Cold_Without_dry_season_Warm_Summer,422
3565,61866,North America,Cold_Without_dry_season_Warm_Summer,337
3565,61867,North America,Cold_Without_dry_season_Warm_Summer,464
3565,61868,North America,Cold_Without_dry_season_Warm_Summer,694
3565,61869,North America,Cold_Without_dry_season_Warm_Summer,476
3565,61870,North America,Cold_Without_dry_season_Warm_Summer,788
3565,61871,North America,Cold_Without_dry_season_Warm_Summer,538
3565,61872,North America,Cold_Without_dry_season_Warm_Summer,618
3565,61873,North America,Cold_Without_dry_season_Warm_Summer,437
3565,61874,North America,Cold_Without_dry_season_Warm_Summer,537
3565,61875,North America,Cold_Without_dry_season_Warm_Summer,533
3565,61876,North America,Cold_Without_dry_season_Warm_Summer,688
3565,61877,North America,Cold_Without_dry_season_Warm_Summer,486
3565,61878,North America,Cold_Without_dry_season_Warm_Summer,595
3565,61879,North America,Cold_Without_dry_season_Warm_Summer,584
3565,61880,North America,Cold_Without_dry_season_Warm_Summer,340
3565,61881,North America,Cold_Without_dry_season_Warm_Summer,476
3565,61882,North America,Cold_Without_dry_season_Warm_Summer,839
3565,61883,North America,Cold_Without_dry_season_Warm_Summer,846
3565,61884,North America,Cold_Without_dry_season_Warm_Summer,622
3565,61885,North America,Cold_Without_dry_season_Warm_Summer,1296
3565,61886,North America,Cold_Without_dry_season_Warm_Summer,779
3565,61887,North America,Cold_Without_dry_season_Warm_Summer,515
3032,57009,North America,Cold_Without_dry_season_Warm_Summer,508
3032,57010,North America,Cold_Without_dry_season_Warm_Summer,508
3032,57011,North America,Cold_Without_dry_season_Warm_Summer,533
3032,57012,North America,Cold_Without_dry_season_Warm_Summer,533
3032,57013,North America,Cold_Without_dry_season_Warm_Summer,540
3032,57014,North America,Cold_Without_dry_season_Warm_Summer,569
3032,57015,North America,Cold_Without_dry_season_Warm_Summer,543
3032,57016,North America,Cold_Without_dry_season_Warm_Summer,798
3032,57017,North America,Cold_Without_dry_season_Warm_Summer,686
3032,57018,North America,Cold_Without_dry_season_Warm_Summer,528
3032,57019,North America,Cold_Without_dry_season_Warm_Summer,855
3032,57020,North America,Cold_Without_dry_season_Warm_Summer,522
3032,57021,North America,Cold_Without_dry_season_Warm_Summer,920
3032,57022,North America,Cold_Without_dry_season_Warm_Summer,559
3032,57023,North America,Cold_Without_dry_season_Warm_Summer,848
3032,57024,North America,Cold_Without_dry_season_Warm_Summer,599
3032,57025,North America,Cold_Without_dry_season_Warm_Summer,841
3032,57026,North America,Cold_Without_dry_season_Warm_Summer,552
3032,57027,North America,Cold_Without_dry_season_Warm_Summer,975
3032,57028,North America,Cold_Without_dry_season_Warm_Summer,973
3032,57029,North America,Cold_Without_dry_season_Warm_Summer,795
3032,57030,North America,Cold_Without_dry_season_Warm_Summer,603
3032,57031,North America,Cold_Without_dry_season_Warm_Summer,577
3032,57032,North America,Cold_Without_dry_season_Warm_Summer,962
3032,57033,North America,Cold_Without_dry_season_Warm_Summer,831
3032,57034,North America,Cold_Without_dry_season_Warm_Summer,630
3032,57035,North America,Cold_Without_dry_season_Warm_Summer,992
3032,57036,North America,Cold_Without_dry_season_Warm_Summer,801
3032,57037,North America,Cold_Without_dry_season_Warm_Summer,847
3032,57038,North America,Cold_Without_dry_season_Warm_Summer,547
3032,57039,North America,Cold_Without_dry_season_Warm_Summer,632
3032,57040,North America,Cold_Without_dry_season_Warm_Summer,576
3032,57041,North America,Cold_Without_dry_season_Warm_Summer,683
3032,57042,North America,Cold_Without_dry_season_Warm_Summer,571
3032,57043,North America,Cold_Without_dry_season_Warm_Summer,619
3032,57044,North America,Cold_Without_dry_season_Warm_Summer,602
3032,57045,North America,Cold_Without_dry_season_Warm_Summer,918
3032,57046,North America,Cold_Without_dry_season_Warm_Summer,717
3032,57047,North America,Cold_Without_dry_season_Warm_Summer,546
3032,57048,North America,Cold_Without_dry_season_Warm_Summer,838
3032,57049,North America,Cold_Without_dry_season_Warm_Summer,623
3032,57050,North America,Cold_Without_dry_season_Warm_Summer,623
4383,92316,Europe,Cold_Without_dry_season_Warm_Summer,555
4383,92317,Europe,Cold_Without_dry_season_Warm_Summer,635
4383,92318,Europe,Cold_Without_dry_season_Warm_Summer,1138
4383,92319,Europe,Cold_Without_dry_season_Warm_Summer,997
4383,92320,Europe,Cold_Without_dry_season_Warm_Summer,722
4383,92321,Europe,Cold_Without_dry_season_Warm_Summer,1221
4383,92322,Europe,Cold_Without_dry_season_Warm_Summer,943
4383,92323,Europe,Cold_Without_dry_season_Warm_Summer,1042
4383,92324,Europe,Cold_Without_dry_season_Warm_Summer,930
4383,92325,Europe,Cold_Without_dry_season_Warm_Summer,861
4383,92326,Europe,Cold_Without_dry_season_Warm_Summer,950
4383,92327,Europe,Cold_Without_dry_season_Warm_Summer,1238
4383,92328,Europe,Cold_Without_dry_season_Warm_Summer,1225
4383,92329,Europe,Cold_Without_dry_season_Warm_Summer,1255
4383,92330,Europe,Cold_Without_dry_season_Warm_Summer,1130
4383,92331,Europe,Cold_Without_dry_season_Warm_Summer,919
4383,92332,Europe,Cold_Without_dry_season_Warm_Summer,928
4383,92333,Europe,Cold_Without_dry_season_Warm_Summer,995
4383,92334,Europe,Cold_Without_dry_season_Warm_Summer,871
4383,92335,Europe,Cold_Without_dry_season_Warm_Summer,946
4383,92336,Europe,Cold_Without_dry_season_Warm_Summer,899
4383,92337,Europe,Cold_Without_dry_season_Warm_Summer,1010
4383,92338,Europe,Cold_Without_dry_season_Warm_Summer,1242
4383,92339,Europe,Cold_Without_dry_season_Warm_Summer,1040
4383,92340,Europe,Cold_Without_dry_season_Warm_Summer,1016
4383,92341,Europe,Cold_Without_dry_season_Warm_Summer,1053
4383,92342,Europe,Cold_Without_dry_season_Warm_Summer,935
4383,92343,Europe,Cold_Without_dry_season_Warm_Summer,889
4383,92344,Europe,Cold_Without_dry_season_Warm_Summer,761
4383,92345,Europe,Cold_Without_dry_season_Warm_Summer,1157
4383,92346,Europe,Cold_Without_dry_season_Warm_Summer,799
4383,92347,Europe,Cold_Without_dry_season_Warm_Summer,325
4383,92348,Europe,Cold_Without_dry_season_Warm_Summer,898
4383,92349,Europe,Cold_Without_dry_season_Warm_Summer,1048
4383,92350,Europe,Cold_Without_dry_season_Warm_Summer,1013
4383,92351,Europe,Cold_Without_dry_season_Warm_Summer,920
4383,92352,Europe,Cold_Without_dry_season_Warm_Summer,841
4383,92353,Europe,Cold_Without_dry_season_Warm_Summer,734
4383,92354,Europe,Cold_Without_dry_season_Warm_Summer,796
4383,92355,Europe,Cold_Without_dry_season_Warm_Summer,854
4383,92356,Europe,Cold_Without_dry_season_Warm_Summer,739
4383,92357,Europe,Cold_Without_dry_season_Warm_Summer,671
4383,92358,Europe,Cold_Without_dry_season_Warm_Summer,589
4383,92359,Europe,Cold_Without_dry_season_Warm_Summer,622
4383,92360,Europe,Cold_Without_dry_season_Warm_Summer,511
4383,92361,Europe,Cold_Without_dry_season_Warm_Summer,701
4383,92362,Europe,Cold_Without_dry_season_Warm_Summer,586
4383,92363,Europe,Cold_Without_dry_season_Warm_Summer,573
4383,92364,Europe,Cold_Without_dry_season_Warm_Summer,830
4383,92365,Europe,Cold_Without_dry_season_Warm_Summer,607
4383,92366,Europe,Cold_Without_dry_season_Warm_Summer,634
4383,92367,Europe,Cold_Without_dry_season_Warm_Summer,655
4383,92368,Europe,Cold_Without_dry_season_Warm_Summer,625
4383,92369,Europe,Cold_Without_dry_season_Warm_Summer,582
4383,92370,Europe,Cold_Without_dry_season_Warm_Summer,674
4383,92371,Europe,Cold_Without_dry_season_Warm_Summer,793
4383,92372,Europe,Cold_Without_dry_season_Warm_Summer,718
4383,92373,Europe,Cold_Without_dry_season_Warm_Summer,638
4383,92374,Europe,Cold_Without_dry_season_Warm_Summer,750
4383,92375,Europe,Cold_Without_dry_season_Warm_Summer,660
4383,92376,Europe,Cold_Without_dry_season_Warm_Summer,657
4383,92377,Europe,Cold_Without_dry_season_Warm_Summer,644
4383,92378,Europe,Cold_Without_dry_season_Warm_Summer,715
4383,92379,Europe,Cold_Without_dry_season_Warm_Summer,660
4383,92380,Europe,Cold_Without_dry_season_Warm_Summer,752
4383,92381,Europe,Cold_Without_dry_season_Warm_Summer,683
4383,92382,Europe,Cold_Without_dry_season_Warm_Summer,676
4383,92383,Europe,Cold_Without_dry_season_Warm_Summer,744
4383,92384,Europe,Cold_Without_dry_season_Warm_Summer,671
4383,92385,Europe,Cold_Without_dry_season_Warm_Summer,662
4383,92386,Europe,Cold_Without_dry_season_Warm_Summer,631
4383,92387,Europe,Cold_Without_dry_season_Warm_Summer,707
4383,92388,Europe,Cold_Without_dry_season_Warm_Summer,748
4383,92389,Europe,Cold_Without_dry_season_Warm_Summer,608
4383,92390,Europe,Cold_Without_dry_season_Warm_Summer,662
4383,92391,Europe,Cold_Without_dry_season_Warm_Summer,629
4383,92392,Europe,Cold_Without_dry_season_Warm_Summer,1171
4383,92393,Europe,Cold_Without_dry_season_Warm_Summer,704
4383,92394,Europe,Cold_Without_dry_season_Warm_Summer,817
4383,92395,Europe,Cold_Without_dry_season_Warm_Summer,553
4383,92396,Europe,Cold_Without_dry_season_Warm_Summer,689
4383,92397,Europe,Cold_Without_dry_season_Warm_Summer,553
4383,92398,Europe,Cold_Without_dry_season_Warm_Summer,647
4383,92399,Europe,Cold_Without_dry_season_Warm_Summer,608
4383,92400,Europe,Cold_Without_dry_season_Warm_Summer,778
4383,92401,Europe,Cold_Without_dry_season_Warm_Summer,414
4383,92402,Europe,Cold_Without_dry_season_Warm_Summer,830
4383,92403,Europe,Cold_Without_dry_season_Warm_Summer,560
4383,92404,Europe,Cold_Without_dry_season_Warm_Summer,716
4383,92405,Europe,Cold_Without_dry_season_Warm_Summer,678
4383,92406,Europe,Cold_Without_dry_season_Warm_Summer,613
4383,92407,Europe,Cold_Without_dry_season_Warm_Summer,640
4383,92408,Europe,Cold_Without_dry_season_Warm_Summer,704
4383,92409,Europe,Cold_Without_dry_season_Warm_Summer,687
4383,92410,Europe,Cold_Without_dry_season_Warm_Summer,673
4383,92411,Europe,Cold_Without_dry_season_Warm_Summer,615
4383,92412,Europe,Cold_Without_dry_season_Warm_Summer,854
4383,92413,Europe,Cold_Without_dry_season_Warm_Summer,553
4383,92414,Europe,Cold_Without_dry_season_Warm_Summer,729
4383,92415,Europe,Cold_Without_dry_season_Warm_Summer,648
4383,92416,Europe,Cold_Without_dry_season_Warm_Summer,662
4383,92417,Europe,Cold_Without_dry_season_Warm_Summer,721
4383,92418,Europe,Cold_Without_dry_season_Warm_Summer,665
4383,92419,Europe,Cold_Without_dry_season_Warm_Summer,778
4383,92420,Europe,Cold_Without_dry_season_Warm_Summer,732
4383,92421,Europe,Cold_Without_dry_season_Warm_Summer,697
4383,92422,Europe,Cold_Without_dry_season_Warm_Summer,653
4383,92423,Europe,Cold_Without_dry_season_Warm_Summer,758
4383,92424,Europe,Cold_Without_dry_season_Warm_Summer,895
4383,92425,Europe,Cold_Without_dry_season_Warm_Summer,566
4383,92426,Europe,Cold_Without_dry_season_Warm_Summer,702
4383,92427,Europe,Cold_Without_dry_season_Warm_Summer,573
4383,92428,Europe,Cold_Without_dry_season_Warm_Summer,575
4383,92429,Europe,Cold_Without_dry_season_Warm_Summer,524
4383,92430,Europe,Cold_Without_dry_season_Warm_Summer,695
4383,92431,Europe,Cold_Without_dry_season_Warm_Summer,473
4383,92432,Europe,Cold_Without_dry_season_Warm_Summer,266
4383,92433,Europe,Cold_Without_dry_season_Warm_Summer,103
4383,92434,Europe,Cold_Without_dry_season_Warm_Summer,67
4383,92435,Europe,Cold_Without_dry_season_Warm_Summer,85
4383,92436,Europe,Cold_Without_dry_season_Warm_Summer,152
4383,92437,Europe,Cold_Without_dry_season_Warm_Summer,119
4383,92438,Europe,Cold_Without_dry_season_Warm_Summer,227
4383,92439,Europe,Cold_Without_dry_season_Warm_Summer,191
45377,391108,Europe,Cold_Without_dry_season_Warm_Summer,1097
45377,391109,Europe,Cold_Without_dry_season_Warm_Summer,1128
