analysis,model_id,dataset_id,region,climatezone,adjusted_r_squared,human_importance_bounded,human_importance_signed,climatezone_label
spatial_spd,analysis=spatial_spd|dataset_id=41467|region=Europe|climatezone=Temperate_Without_dry_season,41467,Europe,Temperate,0.482,0.34738372093023256,0.34709543568464735,TMP
spatial_spd,analysis=spatial_spd|dataset_id=3938|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,3938,Europe,Cold - Warm Summer,0.184,0,-0.12065217391304349,CWS
spatial_spd,analysis=spatial_spd|dataset_id=2619|region=North America|climatezone=Temperate_Dry_Summer,2619,North America,Temperate - Dry Summer,0.198,0.6219635627530364,0.6207070707070707,TDS
spatial_spd,analysis=spatial_spd|dataset_id=22988|region=Europe|climatezone=Polar,22988,Europe,Polar,0.349,0.06183796163756084,0.06189111747851003,POL
spatial_spd,analysis=spatial_spd|dataset_id=46803|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,46803,North America,Cold - Cold Summer,0.53,0.36464817958875684,0.36471698113207546,CCS
spatial_spd,analysis=spatial_spd|dataset_id=24195|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,24195,Europe,Cold - Cold Summer,0.322,0,-0.059627329192546576,CCS
spatial_spd,analysis=spatial_spd|dataset_id=306|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,306,North America,Cold - Cold Summer,0.638,0.011910358877918822,0.011912225705329153,CCS
spatial_spd,analysis=spatial_spd|dataset_id=847|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,847,North America,Cold - Hot Summer,0.061,0.8420195439739414,0.8475409836065575,CHS
spatial_spd,analysis=spatial_spd|dataset_id=45322|region=Europe|climatezone=Temperate_Dry_Summer,45322,Europe,Temperate - Dry Summer,0.222,0.04966139954853273,0.04954954954954954,TDS
spatial_spd,analysis=spatial_spd|dataset_id=18108|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,18108,North America,Cold - Cold Summer,0.205,0.36403508771929827,0.36439024390243907,CCS
spatial_spd,analysis=spatial_spd|dataset_id=42745|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,42745,North America,Cold - Cold Summer,0.114,0,-0.013157894736842105,CCS
spatial_spd,analysis=spatial_spd|dataset_id=17689|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,17689,North America,Cold - Warm Summer,0.422,0.2821301775147929,0.28246445497630335,CWS
spatial_spd,analysis=spatial_spd|dataset_id=340|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,340,North America,Cold - Warm Summer,0.39,0.2318356867779204,0.23153846153846155,CWS
spatial_spd,analysis=spatial_spd|dataset_id=40634|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,40634,Europe,Cold - Cold Summer,0.21,0.060057197330791234,0.060000000000000005,CCS
spatial_spd,analysis=spatial_spd|dataset_id=15970|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,15970,North America,Cold - Cold Summer,0.55,0.057090909090909095,0.05709090909090908,CCS
spatial_spd,analysis=spatial_spd|dataset_id=17391|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,17391,North America,Cold - Cold Summer,0.202,0,-0.14158415841584157,CCS
spatial_spd,analysis=spatial_spd|dataset_id=4539|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,4539,Europe,Cold - Cold Summer,0.246,0.14320585842148087,0.14308943089430895,CCS
spatial_spd,analysis=spatial_spd|dataset_id=25285|region=Europe|climatezone=Temperate_Without_dry_season,25285,Europe,Temperate,0.422,0.1268939393939394,0.12701421800947868,TMP
spatial_spd,analysis=spatial_spd|dataset_id=20293|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,20293,Europe,Cold - Cold Summer,0.487,0.10926268227562128,0.10924024640657085,CCS
spatial_spd,analysis=spatial_spd|dataset_id=4251|region=Europe|climatezone=Temperate_Without_dry_season,4251,Europe,Temperate,0.556,0.5248876909254269,0.5253597122302158,TMP
spatial_spd,analysis=spatial_spd|dataset_id=22773|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,22773,Europe,Cold - Cold Summer,0.356,0.5423347398030942,0.5415730337078651,CCS
spatial_spd,analysis=spatial_spd|dataset_id=784|region=Europe|climatezone=Temperate_Without_dry_season,784,Europe,Temperate,0.348,0,-0.06379310344827586,TMP
spatial_spd,analysis=spatial_spd|dataset_id=4472|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,4472,Europe,Cold - Cold Summer,0.331,0.04954682779456194,0.04954682779456194,CCS
spatial_spd,analysis=spatial_spd|dataset_id=45383|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,45383,Europe,Cold - Warm Summer,0.728,0.10883605881544593,0.10879120879120881,CWS
spatial_spd,analysis=spatial_spd|dataset_id=40564|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,40564,Europe,Cold - Warm Summer,0.404,0.0450272142503711,0.04504950495049505,CWS
spatial_spd,analysis=spatial_spd|dataset_id=13051|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,13051,North America,Cold - Warm Summer,0.282,0.010301953818827706,0.010283687943262412,CWS
spatial_spd,analysis=spatial_spd|dataset_id=4197|region=Europe|climatezone=Temperate_Without_dry_season,4197,Europe,Temperate,0.039,1,1.4923076923076923,TMP
spatial_spd,analysis=spatial_spd|dataset_id=15783|region=North America|climatezone=Polar,15783,North America,Polar,0.263,0.38344722854973434,0.3840304182509506,POL
spatial_spd,analysis=spatial_spd|dataset_id=4373|region=Europe|climatezone=Temperate_Without_dry_season,4373,Europe,Temperate,0.13,0.5230769230769231,0.5230769230769231,TMP
spatial_spd,analysis=spatial_spd|dataset_id=45722|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,45722,Europe,Cold - Warm Summer,0.711,0.36580908196260364,0.3659634317862166,CWS
spatial_spd,analysis=spatial_spd|dataset_id=2270|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,2270,North America,Cold - Hot Summer,0.454,0.20176211453744494,0.20176211453744494,CHS
spatial_spd,analysis=spatial_spd|dataset_id=15201|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,15201,North America,Cold - Cold Summer,0.275,0.3138181818181818,0.3138181818181818,CCS
spatial_spd,analysis=spatial_spd|dataset_id=260|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,260,North America,Cold - Warm Summer,0.396,0.115539858728557,0.11565656565656565,CWS
spatial_spd,analysis=spatial_spd|dataset_id=21539|region=Latin America|climatezone=Tropical,21539,Latin America,Tropical,0.532,0.34185303514376997,0.3419172932330827,TRO
spatial_spd,analysis=spatial_spd|dataset_id=15829|region=North America|climatezone=Polar,15829,North America,Polar,0.53,0.030772135170851426,0.030754716981132073,POL
spatial_spd,analysis=spatial_spd|dataset_id=14799|region=North America|climatezone=Cold_Dry_Summer,14799,North America,Cold - Dry Summer,0.109,0.04032997250229148,0.04036697247706422,CDS
spatial_spd,analysis=spatial_spd|dataset_id=4056|region=Europe|climatezone=Temperate_Without_dry_season,4056,Europe,Temperate,0.685,0.8383469626168224,0.8381021897810219,TMP
spatial_spd,analysis=spatial_spd|dataset_id=2617|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,2617,North America,Cold - Hot Summer,0.405,0.4311111111111111,0.4311111111111111,CHS
spatial_spd,analysis=spatial_spd|dataset_id=42671|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,42671,Europe,Cold - Warm Summer,0.486,0.10726786081943587,0.10720164609053498,CWS
spatial_spd,analysis=spatial_spd|dataset_id=4058|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,4058,Europe,Cold - Cold Summer,0.083,0,-0.43614457831325304,CCS
spatial_spd,analysis=spatial_spd|dataset_id=20613|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,20613,North America,Cold - Warm Summer,0.456,0.16395961369622475,0.16381578947368422,CWS
spatial_spd,analysis=spatial_spd|dataset_id=15738|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,15738,North America,Cold - Cold Summer,0.491,0.1638510075310401,0.16395112016293278,CCS
spatial_spd,analysis=spatial_spd|dataset_id=2287|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,2287,North America,Cold - Warm Summer,0.595,0.33641715727502103,0.33613445378151263,CWS
spatial_spd,analysis=spatial_spd|dataset_id=22842|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,22842,Europe,Cold - Cold Summer,0.112,0,-0.3026785714285714,CCS
spatial_spd,analysis=spatial_spd|dataset_id=15288|region=North America|climatezone=Temperate_Without_dry_season,15288,North America,Temperate,0.333,0.5243243243243243,0.5243243243243243,TMP
spatial_spd,analysis=spatial_spd|dataset_id=21762|region=Latin America|climatezone=Polar,21762,Latin America,Polar,0.372,0.17320085929108486,0.17338709677419356,POL
spatial_spd,analysis=spatial_spd|dataset_id=1148|region=North America|climatezone=Temperate_Dry_Summer,1148,North America,Temperate - Dry Summer,0.457,0.25027370264944165,0.250109409190372,TDS
spatial_spd,analysis=spatial_spd|dataset_id=48721|region=North America|climatezone=Cold_Dry_Summer,48721,North America,Cold - Dry Summer,0.233,0.32560137457044674,0.3253218884120172,CDS
spatial_spd,analysis=spatial_spd|dataset_id=24467|region=Europe|climatezone=Temperate_Without_dry_season,24467,Europe,Temperate,0.272,0.36600587371512483,0.3665441176470588,TMP
spatial_spd,analysis=spatial_spd|dataset_id=1450|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,1450,North America,Cold - Warm Summer,0.235,0.6879795396419438,0.6868085106382978,CWS
spatial_spd,analysis=spatial_spd|dataset_id=23004|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,23004,Europe,Cold - Warm Summer,0.188,0.0015957446808510637,0.0015957446808510637,CWS
spatial_spd,analysis=spatial_spd|dataset_id=2292|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,2292,North America,Cold - Warm Summer,0.239,0.45641240569991615,0.4556485355648536,CWS
spatial_spd,analysis=spatial_spd|dataset_id=2391|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,2391,North America,Cold - Warm Summer,0.292,0.1724374357216318,0.17226027397260274,CWS
spatial_spd,analysis=spatial_spd|dataset_id=1024|region=North America|climatezone=Polar,1024,North America,Polar,0.676,0.25942350332594233,0.2596153846153846,POL
spatial_spd,analysis=spatial_spd|dataset_id=1642|region=North America|climatezone=Temperate_Dry_Summer,1642,North America,Temperate - Dry Summer,0.151,0.9887118193891101,0.9860927152317881,TDS
spatial_spd,analysis=spatial_spd|dataset_id=15785|region=North America|climatezone=Polar,15785,North America,Polar,0.333,0,-0.00960960960960961,POL
spatial_spd,analysis=spatial_spd|dataset_id=1735|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,1735,North America,Cold - Hot Summer,0.343,0.5360163312919218,0.5358600583090378,CHS
spatial_spd,analysis=spatial_spd|dataset_id=22711|region=Europe|climatezone=Temperate_Without_dry_season,22711,Europe,Temperate,0.471,0.37274464020377845,0.372823779193206,TMP
spatial_spd,analysis=spatial_spd|dataset_id=24348|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,24348,Europe,Cold - Cold Summer,0.19,0,-0.10999999999999999,CCS
spatial_spd,analysis=spatial_spd|dataset_id=40992|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,40992,North America,Cold - Warm Summer,0.325,0.17610837438423646,0.176,CWS
spatial_spd,analysis=spatial_spd|dataset_id=1786|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,1786,North America,Cold - Warm Summer,0.247,0.08576051779935275,0.08582995951417004,CWS
spatial_spd,analysis=spatial_spd|dataset_id=878|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,878,North America,Cold - Warm Summer,0.129,0.7027863777089783,0.7038759689922481,CWS
spatial_spd,analysis=spatial_spd|dataset_id=44951|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,44951,Europe,Cold - Warm Summer,0.308,9.740259740259739e-4,9.740259740259739e-4,CWS
spatial_spd,analysis=spatial_spd|dataset_id=328|region=North America|climatezone=Temperate_Without_dry_season,328,North America,Temperate,0.31,0.4584139264990328,0.4587096774193548,TMP
spatial_spd,analysis=spatial_spd|dataset_id=40997|region=Asia|climatezone=Cold_Dry_Winter,40997,Asia,Cold - Dry Winter,0.318,0,-0.024842767295597486,CDW
spatial_spd,analysis=spatial_spd|dataset_id=42692|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,42692,Europe,Cold - Warm Summer,0.273,0,-0.0010989010989010987,CWS
spatial_spd,analysis=spatial_spd|dataset_id=1968|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,1968,North America,Cold - Warm Summer,0.606,0.40524925718058763,0.4051155115511551,CWS
spatial_spd,analysis=spatial_spd|dataset_id=309|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,309,North America,Cold - Warm Summer,0.379,0.2987595671681182,0.29868073878627965,CWS
spatial_spd,analysis=spatial_spd|dataset_id=34553|region=Oceania|climatezone=Temperate_Without_dry_season,34553,Oceania,Temperate,0.528,0,-0.10624999999999998,TMP
spatial_spd,analysis=spatial_spd|dataset_id=46730|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,46730,North America,Cold - Cold Summer,0.254,0.19748229740361922,0.19763779527559056,CCS
spatial_spd,analysis=spatial_spd|dataset_id=232|region=North America|climatezone=Temperate_Without_dry_season,232,North America,Temperate,0.467,0.2096808738487899,0.20963597430406852,TMP
spatial_spd,analysis=spatial_spd|dataset_id=1719|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,1719,North America,Cold - Warm Summer,0.482,0.21074465878448456,0.2107883817427386,CWS
spatial_spd,analysis=spatial_spd|dataset_id=41027|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,41027,North America,Cold - Warm Summer,0.641,0.2952380952380952,0.29500780031201246,CWS
spatial_spd,analysis=spatial_spd|dataset_id=45728|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,45728,Europe,Cold - Warm Summer,0.115,0.20121951219512194,0.2008695652173913,CWS
spatial_spd,analysis=spatial_spd|dataset_id=29236|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,29236,Europe,Cold - Warm Summer,0.312,0.09615384615384617,0.09615384615384615,CWS
spatial_spd,analysis=spatial_spd|dataset_id=1841|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,1841,North America,Cold - Warm Summer,0.355,0.4299802761341223,0.42985915492957755,CWS
spatial_spd,analysis=spatial_spd|dataset_id=24118|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,24118,Europe,Cold - Warm Summer,0.427,0.12470753392606458,0.12482435597189696,CWS
spatial_spd,analysis=spatial_spd|dataset_id=21807|region=Latin America|climatezone=Tropical,21807,Latin America,Tropical,0.763,0.28502162232996986,0.28505897771952815,TRO
spatial_spd,analysis=spatial_spd|dataset_id=41631|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,41631,Europe,Cold - Warm Summer,0.606,0.1628137384412153,0.1627062706270627,CWS
spatial_spd,analysis=spatial_spd|dataset_id=24061|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,24061,Europe,Cold - Cold Summer,0.214,0.007490636704119851,0.007476635514018692,CCS
spatial_spd,analysis=spatial_spd|dataset_id=4198|region=Europe|climatezone=Temperate_Without_dry_season,4198,Europe,Temperate,0.062,0.32905296950240775,0.3306451612903226,TMP
spatial_spd,analysis=spatial_spd|dataset_id=15667|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,15667,North America,Cold - Cold Summer,0.32,1,1.1515625,CCS
spatial_spd,analysis=spatial_spd|dataset_id=859|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,859,North America,Cold - Cold Summer,0.449,0.051493535443602315,0.05144766146993318,CCS
spatial_spd,analysis=spatial_spd|dataset_id=15462|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,15462,North America,Cold - Cold Summer,0.506,0.15363349131121642,0.15375494071146245,CCS
spatial_spd,analysis=spatial_spd|dataset_id=14274|region=Europe|climatezone=Temperate_Without_dry_season,14274,Europe,Temperate,0.505,0.3147157853040206,0.31465346534653466,TMP
spatial_spd,analysis=spatial_spd|dataset_id=203|region=North America|climatezone=Temperate_Without_dry_season,203,North America,Temperate,0.365,0.44085432639649513,0.4410958904109589,TMP
spatial_spd,analysis=spatial_spd|dataset_id=17320|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,17320,North America,Cold - Cold Summer,0.311,0.5523778920308483,0.552733118971061,CCS
spatial_spd,analysis=spatial_spd|dataset_id=308|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,308,North America,Cold - Warm Summer,0.524,0.3826053786000382,0.382824427480916,CWS
spatial_spd,analysis=spatial_spd|dataset_id=2385|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,2385,North America,Cold - Hot Summer,0.134,1,1.0082089552238804,CHS
spatial_spd,analysis=spatial_spd|dataset_id=26608|region=Europe|climatezone=Temperate_Dry_Summer,26608,Europe,Temperate - Dry Summer,0.614,0,-0.016938110749185668,TDS
spatial_spd,analysis=spatial_spd|dataset_id=20188|region=North America|climatezone=Polar,20188,North America,Polar,0.296,0,-0.002364864864864865,POL
spatial_spd,analysis=spatial_spd|dataset_id=3879|region=Europe|climatezone=Temperate_Without_dry_season,3879,Europe,Temperate,0.367,0.36794766966475884,0.36784741144414174,TMP
spatial_spd,analysis=spatial_spd|dataset_id=15925|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,15925,North America,Cold - Warm Summer,0.364,0.18578485181119647,0.185989010989011,CWS
spatial_spd,analysis=spatial_spd|dataset_id=15919|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,15919,North America,Cold - Warm Summer,0.842,0.28074135677794937,0.2806413301662708,CWS
spatial_spd,analysis=spatial_spd|dataset_id=1432|region=North America|climatezone=Cold_Dry_Summer,1432,North America,Cold - Dry Summer,0.671,0.1370067014147431,0.13710879284649774,CDS
spatial_spd,analysis=spatial_spd|dataset_id=48895|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,48895,North America,Cold - Warm Summer,0.643,0.2765428260531634,0.27667185069984446,CWS
spatial_spd,analysis=spatial_spd|dataset_id=2373|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,2373,North America,Cold - Warm Summer,0.544,0.07847822091527294,0.07849264705882353,CWS
spatial_spd,analysis=spatial_spd|dataset_id=518|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,518,North America,Cold - Warm Summer,0.182,1,1.1032967032967034,CWS
spatial_spd,analysis=spatial_spd|dataset_id=1445|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,1445,North America,Cold - Cold Summer,0.155,0.7456423499031634,0.7451612903225807,CCS
spatial_spd,analysis=spatial_spd|dataset_id=1835|region=North America|climatezone=Polar,1835,North America,Polar,0.592,0.12881985480330913,0.12888513513513516,POL
spatial_spd,analysis=spatial_spd|dataset_id=15325|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,15325,North America,Cold - Warm Summer,0.101,0,-0.06138613861386138,CWS
spatial_spd,analysis=spatial_spd|dataset_id=1823|region=North America|climatezone=Polar,1823,North America,Polar,0.246,0.01947261663286004,0.01951219512195122,POL
spatial_spd,analysis=spatial_spd|dataset_id=966|region=North America|climatezone=Cold_Dry_Summer,966,North America,Cold - Dry Summer,0.385,0.6143451143451143,0.614025974025974,CDS
spatial_spd,analysis=spatial_spd|dataset_id=4378|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,4378,Europe,Cold - Warm Summer,0.315,0,-0.14476190476190476,CWS
spatial_spd,analysis=spatial_spd|dataset_id=40567|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,40567,Europe,Cold - Warm Summer,0.103,0.9167473378509197,0.9194174757281555,CWS
spatial_spd,analysis=spatial_spd|dataset_id=532|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,532,North America,Cold - Warm Summer,0.678,0.42119244391971666,0.42094395280235986,CWS
