analysis,dataset_id,region,climatezone,model_id,predictor,unique,average_share,individual,individual_percent,predictor_present,total_adjusted_r_squared,model_result_available,has_required_predictors,has_finite_total,has_positive_total,has_finite_individual,has_negative_unique,has_negative_individual,is_importance_eligible,exclusion_reason,signed_allocation
spatial_spd,236,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=236|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.237,0.03370000000000001,0.2707,95.99,TRUE,0.282,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,0.9599290780141845
spatial_spd,4170,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=4170|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,human,-0.0026,-0.023100000000000002,-0.0257,-5.2,TRUE,0.494,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,-0.05202429149797571
spatial_spd,4170,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=4170|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.5425,-0.0232,0.5193,105.12,TRUE,0.494,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1.0512145748987853
spatial_spd,25372,Europe,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=25372|region=Europe|climatezone=Temperate_Without_dry_season,human,0.1091,-0.0218,0.0873,18.69,TRUE,0.467,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.18693790149892933
spatial_spd,25372,Europe,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=25372|region=Europe|climatezone=Temperate_Without_dry_season,climate,0.401,-0.021699999999999997,0.3793,81.22,TRUE,0.467,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.8122055674518202
spatial_spd,2642,North America,Cold_Dry_Summer,analysis=spatial_spd|dataset_id=2642|region=North America|climatezone=Cold_Dry_Summer,human,0.0754,-0.006199999999999997,0.0692,8.95,TRUE,0.773,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.08952134540750323
spatial_spd,2642,North America,Cold_Dry_Summer,analysis=spatial_spd|dataset_id=2642|region=North America|climatezone=Cold_Dry_Summer,climate,0.71,-0.006199999999999983,0.7038,91.05,TRUE,0.773,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.9104786545924968
spatial_spd,46544,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=46544|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,human,0.0421,-0.0213,0.0208,5.23,TRUE,0.398,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.05226130653266331
spatial_spd,46544,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=46544|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.3985,-0.02130000000000004,0.3772,94.77,TRUE,0.398,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.9477386934673366
spatial_spd,982,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=982|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,human,0.0146,0.053900000000000003,0.0685,15.6,TRUE,0.439,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.1560364464692483
spatial_spd,982,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=982|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.317,0.053900000000000003,0.3709,84.49,TRUE,0.439,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.844874715261959
spatial_spd,26448,Europe,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=26448|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,human,0.0211,0.10399999999999998,0.1251,32.83,TRUE,0.381,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.32834645669291335
spatial_spd,26448,Europe,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=26448|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,climate,0.1518,0.10389999999999999,0.2557,67.11,TRUE,0.381,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.6711286089238845
spatial_spd,4042,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=4042|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,human,0.4394,-0.04139999999999999,0.398,63.28,TRUE,0.629,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.6327503974562798
spatial_spd,4042,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=4042|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.2723,-0.04139999999999999,0.2309,36.71,TRUE,0.629,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.3670906200317965
spatial_spd,3487,North America,Cold_Without_dry_season_Hot_Summer,analysis=spatial_spd|dataset_id=3487|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,human,-0.0519,0.0104,-0.0415,-15.15,TRUE,0.274,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,-0.15145985401459855
spatial_spd,3487,North America,Cold_Without_dry_season_Hot_Summer,analysis=spatial_spd|dataset_id=3487|region=North America|climatezone=Cold_Without_dry_season_Hot_Summer,climate,0.3056,0.01040000000000002,0.316,115.33,TRUE,0.274,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1.1532846715328466
spatial_spd,21675,Latin America,Tropical,analysis=spatial_spd|dataset_id=21675|region=Latin America|climatezone=Tropical,human,0.2097,0.12280000000000002,0.3325,57.73,TRUE,0.576,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.5772569444444445
spatial_spd,21675,Latin America,Tropical,analysis=spatial_spd|dataset_id=21675|region=Latin America|climatezone=Tropical,climate,0.1204,0.1228,0.2432,42.22,TRUE,0.576,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.4222222222222223
spatial_spd,26499,Europe,Polar,analysis=spatial_spd|dataset_id=26499|region=Europe|climatezone=Polar,human,0.1233,0.09049999999999998,0.2138,62.15,TRUE,0.344,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.6215116279069768
spatial_spd,26499,Europe,Polar,analysis=spatial_spd|dataset_id=26499|region=Europe|climatezone=Polar,climate,0.0398,0.0905,0.1303,37.88,TRUE,0.344,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.3787790697674419
spatial_spd,24840,Europe,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=24840|region=Europe|climatezone=Temperate_Without_dry_season,human,0.4007,-0.06619999999999998,0.3345,80.8,TRUE,0.414,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.8079710144927537
spatial_spd,24840,Europe,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=24840|region=Europe|climatezone=Temperate_Without_dry_season,climate,0.1459,-0.0661,0.0798,19.28,TRUE,0.414,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.1927536231884058
spatial_spd,2395,Latin America,Tropical,analysis=spatial_spd|dataset_id=2395|region=Latin America|climatezone=Tropical,human,0.0562,0.10869999999999999,0.1649,75.3,TRUE,0.219,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,0.7529680365296804
spatial_spd,2395,Latin America,Tropical,analysis=spatial_spd|dataset_id=2395|region=Latin America|climatezone=Tropical,climate,-0.0546,0.1087,0.0541,24.7,TRUE,0.219,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,0.24703196347031964
spatial_spd,45347,Europe,Polar,analysis=spatial_spd|dataset_id=45347|region=Europe|climatezone=Polar,human,0.0833,-0.028199999999999996,0.0551,10.44,TRUE,0.528,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.1043560606060606
spatial_spd,45347,Europe,Polar,analysis=spatial_spd|dataset_id=45347|region=Europe|climatezone=Polar,climate,0.5013,-0.028199999999999947,0.4731,89.6,TRUE,0.528,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.8960227272727272
spatial_spd,15922,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=15922|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,human,0.0272,0.1623,0.1895,34.39,TRUE,0.551,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.3439201451905626
spatial_spd,15922,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=15922|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.1991,0.1624,0.3615,65.61,TRUE,0.551,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.6560798548094373
spatial_spd,1010,North America,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=1010|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,human,-0.0049,0.1624,0.1575,45.39,TRUE,0.347,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,0.4538904899135447
spatial_spd,1010,North America,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=1010|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,climate,0.0274,0.1624,0.1898,54.7,TRUE,0.347,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,0.5469740634005764
spatial_spd,4542,Europe,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=4542|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,human,-0.0347,0.0407,0.006,1.17,TRUE,0.512,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,0.01171875
spatial_spd,4542,Europe,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=4542|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,climate,0.4652,0.040700000000000014,0.5059,98.81,TRUE,0.512,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,0.9880859375000001
spatial_spd,14944,North America,Cold_Dry_Summer,analysis=spatial_spd|dataset_id=14944|region=North America|climatezone=Cold_Dry_Summer,human,0.3829,0.08489999999999998,0.4678,77.19,TRUE,0.606,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.7719471947194719
spatial_spd,14944,North America,Cold_Dry_Summer,analysis=spatial_spd|dataset_id=14944|region=North America|climatezone=Cold_Dry_Summer,climate,0.053,0.0849,0.1379,22.76,TRUE,0.606,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.22755775577557755
spatial_spd,17402,North America,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=17402|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,human,0.0887,-5.000000000000004e-4,0.0882,35.71,TRUE,0.247,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.357085020242915
spatial_spd,17402,North America,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=17402|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,climate,0.1598,-5.999999999999894e-4,0.1592,64.45,TRUE,0.247,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.6445344129554657
spatial_spd,234,North America,Cold_Dry_Summer,analysis=spatial_spd|dataset_id=234|region=North America|climatezone=Cold_Dry_Summer,human,-0.0072,0.07139999999999999,0.0642,15.07,TRUE,0.426,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,0.15070422535211267
spatial_spd,234,North America,Cold_Dry_Summer,analysis=spatial_spd|dataset_id=234|region=North America|climatezone=Cold_Dry_Summer,climate,0.2908,0.07140000000000002,0.3622,85.02,TRUE,0.426,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,0.8502347417840377
spatial_spd,16081,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=16081|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,human,-0.039,0.017,-0.022,-7.46,TRUE,0.295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,-0.07457627118644068
spatial_spd,16081,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=16081|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.3003,0.017000000000000015,0.3173,107.56,TRUE,0.295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1.0755932203389833
spatial_spd,41421,Europe,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=41421|region=Europe|climatezone=Temperate_Without_dry_season,human,0,0.016,0.016,4.3,TRUE,0.372,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.043010752688172046
spatial_spd,41421,Europe,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=41421|region=Europe|climatezone=Temperate_Without_dry_season,climate,0.3402,0.016000000000000014,0.3562,95.75,TRUE,0.372,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.9575268817204302
spatial_spd,1451,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=1451|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,human,0.0506,0.0449,0.0955,26.68,TRUE,0.358,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.2667597765363129
spatial_spd,1451,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=1451|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.2174,0.04500000000000001,0.2624,73.3,TRUE,0.358,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.7329608938547487
spatial_spd,785,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=785|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,human,-0.0028,0.2159,0.2131,33.77,TRUE,0.631,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,0.33771790808240887
spatial_spd,785,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=785|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.2019,0.2159,0.4178,66.21,TRUE,0.631,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,0.6621236133122028
spatial_spd,2311,North America,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=2311|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,human,0.0243,0.04819999999999999,0.0725,9.22,TRUE,0.786,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.09223918575063612
spatial_spd,2311,North America,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=2311|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,climate,0.6654,0.04820000000000002,0.7136,90.79,TRUE,0.786,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.9078880407124682
spatial_spd,3900,Europe,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=3900|region=Europe|climatezone=Temperate_Without_dry_season,human,-0.0276,-0.016800000000000002,-0.0444,-35.24,TRUE,0.126,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,-0.3523809523809524
spatial_spd,3900,Europe,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=3900|region=Europe|climatezone=Temperate_Without_dry_season,climate,0.1872,-0.01680000000000001,0.1704,135.24,TRUE,0.126,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1.3523809523809522
spatial_spd,2053,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=2053|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,human,-0.0568,0.031400000000000004,-0.0254,-7.56,TRUE,0.336,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,-0.07559523809523809
spatial_spd,2053,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=2053|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.3303,0.03140000000000004,0.3617,107.65,TRUE,0.336,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,1.0764880952380953
spatial_spd,1149,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=1149|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,human,0.0696,0.1539,0.2235,37.75,TRUE,0.592,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.3775337837837838
spatial_spd,1149,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=1149|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.215,0.15380000000000002,0.3688,62.3,TRUE,0.592,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.622972972972973
spatial_spd,46998,Latin America,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=46998|region=Latin America|climatezone=Temperate_Without_dry_season,human,-0.0159,0.0288,0.0129,16.54,TRUE,0.078,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,0.16538461538461538
spatial_spd,46998,Latin America,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=46998|region=Latin America|climatezone=Temperate_Without_dry_season,climate,0.0362,0.028900000000000002,0.0651,83.46,TRUE,0.078,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,0.8346153846153846
spatial_spd,46490,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=46490|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,human,0.1041,-0.048999999999999995,0.0551,13.21,TRUE,0.417,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.13213429256594725
spatial_spd,46490,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=46490|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.4106,-0.049000000000000044,0.3616,86.71,TRUE,0.417,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.8671462829736211
spatial_spd,210,North America,Arid,analysis=spatial_spd|dataset_id=210|region=North America|climatezone=Arid,human,0.0397,0.1092,0.1489,27.37,TRUE,0.544,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.2737132352941176
spatial_spd,210,North America,Arid,analysis=spatial_spd|dataset_id=210|region=North America|climatezone=Arid,climate,0.2855,0.10920000000000002,0.3947,72.56,TRUE,0.544,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.7255514705882352
spatial_spd,4136,Europe,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=4136|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,human,0.0167,-0.0058,0.0109,4.52,TRUE,0.241,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.045228215767634854
spatial_spd,4136,Europe,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=4136|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,climate,0.2359,-0.0058,0.2301,95.48,TRUE,0.241,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.9547717842323652
spatial_spd,45192,Europe,Temperate_Dry_Summer,analysis=spatial_spd|dataset_id=45192|region=Europe|climatezone=Temperate_Dry_Summer,human,0.0152,-0.0158,-6e-4,-0.1,TRUE,0.591,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,-0.0010152284263959391
spatial_spd,45192,Europe,Temperate_Dry_Summer,analysis=spatial_spd|dataset_id=45192|region=Europe|climatezone=Temperate_Dry_Summer,climate,0.6073,-0.015799999999999925,0.5915,100.08,TRUE,0.591,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,1.0008460236886634
spatial_spd,15232,North America,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=15232|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,human,0.0116,0.0178,0.0294,22.11,TRUE,0.133,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.22105263157894736
spatial_spd,15232,North America,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=15232|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,climate,0.0854,0.017799999999999996,0.1032,77.59,TRUE,0.133,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.7759398496240602
spatial_spd,41467,Europe,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=41467|region=Europe|climatezone=Temperate_Without_dry_season,human,0.2012,-0.033899999999999986,0.1673,34.71,TRUE,0.482,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.34709543568464735
spatial_spd,41467,Europe,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=41467|region=Europe|climatezone=Temperate_Without_dry_season,climate,0.3482,-0.033899999999999986,0.3143,65.21,TRUE,0.482,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,0.6520746887966806
